MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
0.0054986945210112,0.0183969458513456,0.0036629745014215,0.000577955852641,0.0015705045254435,0.0160763056522409,0.0019092084126532,0.0125886029371031,0.018940277349975,0.0064173500682954,0.0151908773602553,0.0173826014303267,0.0371706913744856,0.0043321723465487,0.0067837413486631,-0.0035481956938019,-0.0083932251701298,0.0070464998718307,0.0483395673670384,0.0250666314689442,0.0041774759314284,0.0461084035934982
0.005689194830993,0.0112927812325324,-0.001452590376648,0.0006136351155873,0.0013936206029029,0.015956618484779,0.0018723107529149,0.0157096980923961,0.0183529053282836,0.0062872057106142,0.0152144060025966,0.0171560667967423,0.037586988102048,0.0028392204055126,0.0079496674467736,-0.0036779887427837,0.0013380078639784,0.0070090347129007,0.0503153006256252,0.0300880803994368,0.0055543325483449,0.0498741701132894
-0.0010056314935718,0.0098679290684776,-0.0014944055774685,0.0010136533041077,0.0016748365358216,0.0169330899410124,0.0020458991108171,0.0159924412361579,0.0199015365998639,0.0070189023752027,0.0162907461773647,0.0196272098872941,0.0391998190417507,0.0030921357253828,0.007946540975281,-0.0034250233975035,-0.0066475829482624,0.0069431275992974,0.0511318816674975,0.0295181326425517,0.0038839428567735,0.0484725933938898
-0.0009428864034634,0.0102444301899777,-0.0015417360123683,0.0008070789727207,0.0018108891596784,0.0169330899410124,0.0020511821288891,0.0159924412361579,0.0200756106564222,0.0070189023752027,0.0160550178655466,0.0195021761319367,0.0391998190417507,0.0032281883469113,0.007946540975281,-0.0029512298969348,0.0003395190697665,0.0069431275992974,0.0507658366177565,0.0297187527208006,0.0045817516857641,0.0491841637119796
-0.0009912675302985,0.0105213979103064,-0.0014500343910913,0.0007713997097744,0.0015321308048442,0.0170383369892078,0.0017372713329677,0.0159391498710465,0.021607305811849,0.0070189023752027,0.0183041768311159,0.0194968931138646,0.0397565000500617,0.0043224659877159,0.007946540975281,-0.0034458985766832,-0.0085862331590578,0.0068813659044099,0.0506412229814668,0.0237533161437022,0.0040922007442713,0.04840891685315
0.0053039856562827,0.0096280425591066,-0.0016495525648497,0.0008640761220885,0.0016867575497599,0.0169279341133369,0.0019701210955099,0.0157650894619291,0.0180264003368392,0.0066363133083359,0.0159708085514648,0.0201302894199398,0.0383657083319121,0.0031553291308955,0.0079986843251754,-0.0025470525369019,-0.008756959227594,0.0073657013402407,0.0520322897820005,0.0294216163573219,-0.0025758936258353,0.0495763716988221
-0.0091664329054765,-0.0053515336900818,-0.0089551106067665,-0.0007853504824015,-0.0061183009363594,-0.059934252940875,-0.0143612036522245,-0.0461573081642563,-0.0293447759532136,-0.0142593143653357,-0.0254609999564672,-0.0300340343288553,-0.0447780917881755,-0.0158633891099816,-0.0039321202602877,0.0024923635629602,-0.0080484323916607,0.0012607527896034,0.0059024381938797,0.0290554840028198,-0.0517553402738121,0.0410110420011915
-0.0454481422031676,0.0008428899434147,-0.0216657690810825,0.0022671418786922,-0.0091261083699646,-0.0680445090439752,-0.004625034327073,-0.0391326884862064,-0.035152484124701,-0.0156316943769343,-0.0284388781965208,-0.047158711496304,-0.0442193000369297,-0.0240217272193331,-0.0364652613791258,0.0115476692891206,-0.0055212732411746,0.0025084373008212,-0.024763670684988,-0.0286050950716162,-0.0441433608764782,0.0024079361173789
-0.0166318579755898,0.0177016030561935,-0.004029876817076,-0.0015481127219754,-0.0012118198422831,0.0183686789193598,0.0039271791382816,0.0204976228326995,-0.0173896872793557,-0.0046442295063752,-0.0085808095569518,-0.0259861575423201,-0.0188373083284386,-0.0019927407448085,0.0060776050847925,-0.0008213238116422,-0.0038476921597612,0.006358613711418,0.0602408931347235,0.045414854526316,0.0098686031001125,0.0575854574785989
-0.0043281998563907,0.0072366490153217,-0.0014700000985612,0.000591404848219,0.0003581049777858,0.0174999397373903,0.00362456926513,0.0144910770923161,0.0210015199781992,0.0087559347820933,0.0037655950376938,0.0210300638922944,0.0353015126023456,0.0005946593516637,0.0060610917285157,-0.001075798828042,0.0005678292693482,0.0075033878305112,0.0519712044743027,0.0320515617360069,0.0063038037899968,0.0543374279521003
-0.0129919110102491,0.0094639102270593,0.0031058845273219,0.0001023451509172,0.0010000488368677,0.0173198664477968,0.0037272532501629,0.0209564410667371,-0.0189563153334893,-0.0046257255610544,-0.0082549917739379,0.0012592578589828,0.0007330329118849,-0.0016468940118465,0.0070262251230451,-0.005307169262478,-0.0042157777157262,0.0067955262130271,0.062288851502135,0.0386428722641721,0.0084980600066046,0.058506238300597
-0.0044535437644663,0.0070998293731827,0.0025286519888322,0.0003904817321563,0.0004499365959782,0.0150236328467872,0.0033423490966106,0.0129010086070775,0.0115867094975328,0.0087559347820933,0.0021223471716803,0.0192030361963134,0.0354057729148553,-0.0005086192866656,0.0059235551780147,-0.0009128015985515,-0.001980002014061,0.0080700745354988,0.0559572714931891,0.0304150576046959,0.012512942182293,0.0532366282917564
0.0059190902698537,0.0370916462997774,0.0179356882935098,0.0083511139483107,0.0173744145971431,-0.0354346060709212,-0.0067391020549257,-0.0317369910990237,-0.0150528297555865,-0.0073683609799627,-0.0035054323908116,-0.0233367624060156,-0.0408563287558354,-0.0012848524191076,0.0007036747277379,-0.0016691596038526,-0.0013269392122037,-0.0387943059300596,-0.0451649401122631,-0.0494812991883827,-0.0360829281238693,-0.0171886813916717
0.0212519578710634,0.0205540367110006,0.0038375448758233,-0.0005479926431507,-0.0088765556020371,-0.0284429198688303,-0.0065226049198463,-0.0429514623777504,-0.0181171825247292,-0.0133911992106004,-0.005549701939326,-0.0280460912744911,-0.0105827164991569,-0.006458556106113,0.0093318714473934,0.0043535138344032,-0.0021403870452286,-0.0217960371059598,0.0209595999779594,0.0448750954121442,0.0504396863323381,0.0352402941799937
